Id,SalePrice
1595,129654.6739
1596,229103.9659
1597,164112.353
1598,186641.3797
1599,187699.8414
1600,187450.0422
1601,81983.88353
1602,113286.0588
1603,96174.58123
1604,284233.6478
1605,253936.1408
1606,168812.3659
1607,172768.3826
1608,217766.3274
1609,198880.6638
1610,164443.3424
1611,151188.6691
1612,176537.8461
1613,170108.8906
1614,121951.0828
1615,89129.24853
1616,84879.50473
1617,89857.59473
1618,125745.2541
1619,134477.6297
1620,169125.3928
1621,142549.2652
1622,145505.4841
1623,282940.0093
1624,219106.9554
1625,128826.3093
1626,171802.7119
1627,185304.7058
1628,277563.7124
1629,177020.0798
1630,344102.0944
1631,212526.3704
1632,248135.3862
1633,171212.5006
1634,186160.0822
1635,180436.3489
1636,166673.6214
1637,182002.6628
1638,208708.073
1639,181179.4309
1640,244693.6474
1641,179920.5792
1642,224194.2447
1643,226167.9657
1644,226279.9122
1645,184949.7625
1646,158285.4776
1647,162604.0175
1648,144575.1864
1649,139647.5024
1650,123203.1118
1651,122176.235
1652,93454.902
1653,96476.00343
1654,156593.4946
1655,150492.258
1656,148491.1888
1657,155175.8975
1658,156357.6303
1659,136583.7411
1660,151224.5698
1661,444111.6444
1662,367761.2308
1663,366068.3167
1664,451104.1404
1665,311018.7786
1666,325271.1529
1667,353268.5964
1668,326565.719
1669,299018.7799
1670,337964.7884
1671,258423.9387
1672,458428.9364
1673,300044.6133
1674,251024.9569
1675,193386.3225
1676,195048.0119
1677,213739.9019
1678,457712.5838
1679,384641.1555
1680,318505.2207
1681,256477.7218
1682,305744.78
1683,188993.9238
1684,171749.8582
1685,174707.846
1686,170421.8145
1687,168715.4857
1688,187690.0116
1689,188999.2531
1690,183458.3903
1691,175522.1147
1692,267095.6413
1693,170585.3068
1694,183816.1117
1695,171031.7804
1696,273332.558
1697,170533.072
1698,337373.4763
1699,326470.2955
1700,242727.266
1701,262911.9314
1702,252353.8094
1703,254414.9832
1704,288505.6182
1705,237766.2565
1706,432246.4299
1707,220784.4595
1708,215854.5265
1709,267729.8689
1710,222451.9583
1711,269933.1492
1712,251816.7965
1713,264877.4668
1714,221207.3718
1715,201582.38
1716,182110.5213
1717,164643.2575
1718,132370.4942
1719,207899.4145
1720,250531.4515
1721,165638.2435
1722,125064.0096
1723,157029.7394
1724,213027.9995
1725,231442.7605
1726,194281.2739
1727,179090.2603
1728,183695.1056
1729,163089.2045
1730,165179.772
1731,124758.0177
1732,132381.4401
1733,124906.4489
1734,131128.129
1735,133022.3821
1736,117888.2806
1737,338799.7717
1738,213968.1208
1739,287478.4773
1740,213601.6222
1741,187014.7059
1742,172273.5523
1743,173335.1537
1744,294698.2508
1745,219818.5761
1746,253784.3079
1747,214903.396
1748,214954.0374
1749,162889.8668
1750,144559.6746
1751,225607.7026
1752,123242.8168
1753,148234.9473
1754,201299.5697
1755,167807.4989
1756,124516.164
1757,120162.1837
1758,151294.8854
1759,165760.0934
1760,161356.4736
1761,151680.1585
1762,180525.5431
1763,170566.8157
1764,120756.55
1765,177782.5351
1766,169457.4628
1767,207850.794
1768,141867.5742
1769,164008.7901
1770,142924.9384
1771,137269.1481
1772,141696.9079
1773,141904.9165
1774,138609.3098
1775,134973.7135
1776,123306.4717
1777,117639.7935
1778,134828.0391
1779,119533.295
1780,173537.8938
1781,132983.4765
1782,105077.869
1783,135059.0127
1784,101142.6992
1785,118856.9798
1786,158952.1458
1787,170071.6069
1788,66799.95893
1789,98574.28597
1790,93027.56533
1791,185199.2825
1792,151731.6073
1793,144670.662
1794,141006.7822
1795,138799.2037
1796,130337.5899
1797,121556.9628
1798,125171.1014
1799,114747.1589
1800,129655.529
1801,129419.9953
1802,148355.3901
1803,152798.015
1804,141152.0953
1805,136601.0865
1806,115235.0357
1807,137878.5508
1808,121990.1112
1809,124912.5933
1810,147951.0884
1811,117813.3194
1812,112528.3523
1813,121931.0877
1814,100743.137
1815,67838.21447
1816,106976.2771
1817,132518.3726
1818,139916.8706
1819,119190.0117
1820,84732.71087
1821,121939.8836
1822,155002.8134
1823,63379.16423
1824,135997.2544
1825,140747.1046
1826,103748.9357
1827,110662.4853
1828,136374.8057
1829,116091.4061
1830,138237.1418
1831,156088.6177
1832,119035.5009
1833,143446.0488
1834,130780.6873
1835,154643.4592
1836,130422.836
1837,100390.4359
1838,131105.0252
1839,92750.5472
1840,163870.2501
1841,144366.7337
1842,96529.01657
1843,141735.4903
1844,138577.7559
1845,147888.0994
1846,154446.6419
1847,163531.6245
1848,65189.01187
1849,118372.8305
1850,129867.7204
1851,155626.7587
1852,129452.5763
1853,141235.7665
1854,164022.0359
1855,165144.5303
1856,215807.0244
1857,187511.6118
1858,143117.2105
1859,122095.1073
1860,152953.0292
1861,121966.1901
1862,286363.249
1863,281421.6681
1864,281421.6681
1865,330678.394
1866,324286.1686
1867,240276.0036
1868,298834.3562
1869,198787.4323
1870,240699.566
1871,256136.4641
1872,170687.8889
1873,227247.311
1874,137127.2517
1875,206049.2795
1876,194608.9432
1877,211396.4219
1878,210606.2317
1879,132599.5253
1880,135530.6196
1881,245314.7807
1882,253585.4216
1883,199960.4455
1884,217471.684
1885,250214.649
1886,298346.3841
1887,206497.4983
1888,273029.0624
1889,168856.2815
1890,133705.9361
1891,143348.2017
1892,113234.3922
1893,133870.4047
1894,130033.9214
1895,148838.3382
1896,126397.1653
1897,123234.7866
1898,114387.4902
1899,142010.5016
1900,137584.79
1901,165111.4031
1902,140896.6756
1903,204602.0106
1904,136028.4587
1905,183546.068
1906,148152.6914
1907,202496.133
1908,119395.607
1909,135102.3571
1910,128493.4422
1911,195907.3857
1912,274602.0585
1913,149050.9819
1914,69210.10637
1915,331439.0167
1916,76435.00623
1917,255913.733
1918,135499.8303
1919,161509.1471
1920,169526.2134
1921,399677.486
1922,333470.6179
1923,202220.7105
1924,221351.0327
1925,225584.135
1926,374023.6728
1927,138299.2322
1928,154993.6054
1929,125887.3066
1930,136046.3694
1931,142396.9285
1932,143209.0752
1933,177576.1125
1934,179039.3988
1935,175715.8382
1936,188680.8792
1937,181370.7956
1938,175567.8186
1939,256754.6305
1940,197312.6805
1941,178190.9303
1942,189692.1456
1943,202004.2834
1944,322545.8392
1945,361415.4873
1946,166081.5915
1947,308397.157
1948,167523.6896
1949,239919.8097
1950,176877.1485
1951,258711.0974
1952,227790.2205
1953,167436.0843
1954,196533.8228
1955,131085.0743
1956,284317.0933
1957,167598.927
1958,305757.745
1959,143176.8931
1960,117717.6978
1961,122644.8671
1962,94287.50167
1963,103301.1409
1964,113553.618
1965,150279.5287
1966,148529.6326
1967,290153.9282
1968,415994.6025
1969,372495.5799
1970,418404.1624
1971,406149.7424
1972,354128.6887
1973,274618.6935
1974,319433.4898
1975,461378.9922
1976,275369.9631
1977,364603.8953
1978,349919.2347
1979,320360.8935
1980,195060.7001
1981,335454.1958
1982,233453.8859
1983,221769.5533
1984,169438.0471
1985,212234.9211
1986,211657.6725
1987,182040.4442
1988,178968.7318
1989,191072.9821
1990,220850.428
1991,219411.2225
1992,215267.5927
1993,172111.4465
1994,242237.9293
1995,182838.0303
1996,259648.7651
1997,322152.9553
1998,335270.9547
1999,259117.8772
2000,296348.1603
2001,272833.2151
2002,248533.6215
2003,253570.192
2004,268193.9536
2005,230972.9751
2006,219817.6744
2007,250551.6716
2008,210496.5326
2009,197944.4171
2010,190882.4418
2011,137756.3795
2012,176821.0939
2013,181565.9464
2014,193301.4273
2015,198276.7894
2016,199002.8894
2017,202932.4682
2018,126423.8418
2019,131310.4603
2020,118907.7917
2021,117756.4481
2022,176394.1019
2023,155056.6985
2024,241926.1476
2025,342773.9037
2026,185476.45
2027,155662.9389
2028,156876.2801
2029,173109.7848
2030,270777.7106
2031,232561.101
2032,254629.1622
2033,260239.846
2034,165286.1905
2035,205418.4686
2036,185727.4153
2037,192387.6888
2038,288773.5107
2039,206863.0432
2040,354433.5915
2041,274452.2041
2042,203803.8596
2043,165746.562
2044,170986.8714
2045,214371.1662
2046,135243.7535
2047,148611.1586
2048,134149.241
2049,134893.6744
2050,175952.878
2051,108162.1807
2052,137439.3415
2053,143595.8535
2054,90632.52403
2055,160616.0008
2056,136434.4785
2057,128223.0638
2058,221007.9111
2059,137772.4655
2060,157781.9025
2061,172082.4137
2062,137237.6008
2063,115012.5861
2064,139832.7396
2065,120806.9741
2066,180404.1788
2067,137869.1552
2068,139711.8198
2069,86928.84677
2070,110216.4125
2071,105114.0409
2072,138388.8934
2073,140022.4317
2074,172599.5095
2075,145002.8255
2076,123451.3872
2077,147600.456
2078,130601.5992
2079,133787.5625
2080,116781.7352
2081,123997.9538
2082,133733.0224
2083,139378.9059
2084,112332.1546
2085,131622.6925
2086,124377.7642
2087,121591.3382
2088,106968.9406
2089,95131.3916
2090,132753.4284
2091,124754.0925
2092,131454.0551
2093,138556.4684
2094,128932.0103
2095,148292.1981
2096,90158.26257
2097,97913.68073
2098,144925.9014
2099,65158.2832
2100,116685.0683
2101,127249.827
2102,137202.719
2103,106123.2702
2104,130945.1323
2105,131575.3792
2106,83567.42163
2107,215975.362
2108,118941.869
2109,117267.2958
2110,135454.69
2111,146474.7599
2112,140001.5069
2113,118992.7382
2114,111838.8663
2115,148626.8045
2116,118971.232
2117,144726.4616
2118,121618.2034
2119,109247.0224
2120,114188.3902
2121,96182.21923
2122,107683.3501
2123,90538.1708
2124,170569.2268
2125,132749.7966
2126,156400.6477
2127,147230.5053
2128,136262.8608
2129,107906.0787
2130,144415.0199
2131,158001.3685
2132,115961.1273
2133,120876.2592
2134,125120.632
2135,108003.6601
2136,92095.09893
2137,119133.5041
2138,138409.7356
2139,151660.4698
2140,134954.6088
2141,139643.6562
2142,135876.1431
2143,143815.4975
2144,124818.0207
2145,135473.635
2146,155227.8091
2147,162812.2291
2148,132091.1193
2149,144759.0793
2150,211327.8684
2151,121040.2201
2152,170756.471
2153,160868.9421
2154,106767.6047
2155,133879.3181
2156,243222.7824
2157,235147.3196
2158,236088.6615
2159,215030.6048
2160,170435.2726
2161,248066.8383
2162,411470.2083
2163,344510.1291
2164,254887.1844
2165,180671.0574
2166,143729.3334
2167,204570.3554
2168,207804.4699
2169,195018.8998
2170,218554.8235
2171,147183.1656
2172,138688.7896
2173,156220.5959
2174,237159.7737
2175,297177.7337
2176,319983.1864
2177,255296.3244
2178,220045.774
2179,144528.4046
2180,220118.0508
2181,194603.5272
2182,228426.6198
2183,194210.0746
2184,136896.684
2185,132512.397
2186,144313.0985
2187,149573.3579
2188,153825.033
2189,212149.2055
2190,88355.18767
2191,91941.2431
2192,95354.28427
2193,99345.46673
2194,102717.2347
2195,116577.5702
2196,114664.8641
2197,115189.1857
2198,153511.1411
2199,169161.3567
2200,136405.2756
2201,131905.7267
2202,184598.1536
2203,162202.3866
2204,172214.3588
2205,116061.2991
2206,131098.2883
2207,220890.4021
2208,229093.5735
2209,200456.0928
2210,123692.5951
2211,114678.9019
2212,111789.2368
2213,102270.0859
2214,147929.6525
2215,103858.0439
2216,145102.5595
2217,80304.88327
2218,93388.26647
2219,75124.93957
2220,82480.2443
2221,331887.0712
2222,260678.8894
2223,289460.4962
2224,222799.6867
2225,139551.5295
2226,192823.7539
2227,203362.179
2228,277461.6594
2229,240012.1774
2230,163353.1042
2231,215884.2181
2232,186267.1401
2233,181651.8466
2234,244963.0966
2235,223495.1562
2236,274643.4354
2237,346731.7183
2238,207201.5291
2239,115039.9529
2240,163028.1263
2241,153473.517
2242,135008.4661
2243,132266.1141
2244,95941.61627
2245,96433.4019
2246,145766.5941
2247,104223.2357
2248,125370.0927
2249,125587.2487
2250,134362.6769
2251,135582.403
2252,178268.1807
2253,163387.2977
2254,177318.1125
2255,189924.6203
2256,180367.8356
2257,206874.3201
2258,171544.9153
2259,179456.7325
2260,152983.8095
2261,187475.4177
2262,211665.3292
2263,338615.7734
2264,424624.8155
2265,169322.4774
2266,286256.5855
2267,354906.085
2268,370413.8265
2269,160108.5246
2270,179718.7858
2271,225206.2176
2272,202323.1282
2273,164052.1201
2274,172313.2937
2275,165464.2322
2276,174441.1103
2277,183750.0577
2278,150670.8337
2279,123749.554
2280,119200.1794
2281,183435.1088
2282,189608.8756
2283,98144.74553
2284,109830.9007
2285,145956.872
2286,129642.8368
2287,338979.0449
2288,270697.6417
2289,366635.9816
2290,416568.2865
2291,328801.9214
2292,396734.6034
2293,459413.3407
2294,385687.5012
2295,437498.2375
2296,276117.9108
2297,320097.5243
2298,320314.5484
2299,371210.207
2300,322884.5112
2301,291740.446
2302,239852.4741
2303,241600.1624
2304,243765.6634
2305,187742.9028
2306,188665.9733
2307,192175.2982
2308,222547.0451
2309,280575.4969
2310,226017.5711
2311,198331.2708
2312,176564.0294
2313,176609.0257
2314,177922.4808
2315,174125.734
2316,201732.9661
2317,180260.9733
2318,176034.7482
2319,175531.8104
2320,180720.2129
2321,245681.3472
2322,170811.0067
2323,175931.0549
2324,170674.013
2325,217348.1219
2326,168209.617
2327,213685.5879
2328,221963.9286
2329,182846.1553
2330,177433.383
2331,342524.2454
2332,375183.9787
2333,309677.8003
2334,261910.0947
2335,262801.879
2336,324894.0795
2337,201159.5711
2338,273405.1153
2339,234190.5237
2340,380524.926
2341,218590.5189
2342,239053.4519
2343,219678.2207
2344,239139.3094
2345,237638.1136
2346,211774.246
2347,197826.6925
2348,228136.2815
2349,172023.735
2350,296340.8785
2351,265308.5406
2352,245068.915
2353,260286.6994
2354,125467.3125
2355,148211.5878
2356,152109.8922
2357,201891.9676
2358,200931.6815
2359,125498.8024
2360,121968.4305
2361,139070.7322
2362,268984.1109
2363,141612.4248
2364,157574.1807
2365,221337.3982
2366,191320.1138
2367,226161.8457
2368,208088.4159
2369,225547.5913
2370,172163.8891
2371,173817.0099
2372,187153.6533
2373,257404.9128
2374,292322.9415
2375,245542.9335
2376,268570.2296
2377,325706.2264
2378,145072.6718
2379,195486.4876
2380,145002.0292
2381,158769.1223
2382,193998.8021
2383,208767.3311
2384,241042.0197
2385,157136.5727
2386,140862.835
2387,136807.4463
2388,112816.5643
2389,130414.3225
2390,146286.4141
2391,137099.166
2392,114179.9813
2393,161106.1229
2394,147650.6575
2395,197006.4147
2396,147163.9071
2397,199520.4906
2398,127325.0045
2399,64712.30907
2400,65967.23273
2401,116689.8966
2402,136110.4365
2403,133239.9239
2404,150612.122
2405,159199.0309
2406,134744.9053
2407,128076.9738
2408,138923.2365
2409,137141.6407
2410,163990.0747
2411,122587.3225
2412,150823.5697
2413,137555.3873
2414,136472.2362
2415,130175.9811
2416,125957.4923
2417,130820.7336
2418,127010.107
2419,130681.4328
2420,125709.8833
2421,147412.9648
2422,118203.1459
2423,132557.24
2424,149815.0178
2425,215694.476
2426,130067.1091
2427,135845.8442
2428,164333.3628
2429,116442.2384
2430,130894.3005
2431,125334.2555
2432,135453.7896
2433,145046.6322
2434,142215.9268
2435,151783.5962
2436,106939.215
2437,111318.1056
2438,123636.2392
2439,117530.8093
2440,123255.5687
2441,105074.2163
2442,106203.1187
2443,121324.3051
2444,130775.4706
2445,92177.86233
2446,133300.3025
2447,197988.7284
2448,152467.5047
2449,112215.5754
2450,150161.4398
2451,132791.8064
2452,209321.3959
2453,100298.4283
2454,128975.3325
2455,109704.0616
2456,131510.8659
2457,119073.6435
2458,119312.4048
2459,113896.7314
2460,135047.6734
2461,117458.7163
2462,133210.5392
2463,117270.1076
2464,161483.0206
2465,132156.0502
2466,117456.0497
2467,141273.4184
2468,97031.08177
2469,94405.1546
2470,182127.8046
2471,188058.3235
2472,168883.9154
2473,121545.2617
2474,108699.4669
2475,216221.6582
2476,110734.8365
2477,130657.7904
2478,160990.3253
2479,122285.218
2480,146189.0304
2481,127989.8297
2482,133527.615
2483,118495.3863
2484,125669.3604
2485,126035.0719
2486,152664.2804
2487,190996.4756
2488,143643.1917
2489,156314.9131
2490,150731.267
2491,94200.5758
2492,183853.1245
2493,147014.5711
2494,162020.2927
2495,105530.8685
2496,221362.3541
2497,145471.8123
2498,118096.1697
2499,95254.66407
2500,137335.4249
2501,134075.4332
2502,142137.0949
2503,105139.77
2504,188927.2841
2505,219899.8785
2506,256969.1101
2507,317730.9601
2508,255979.5901
2509,222312.9114
2510,230575.4821
2511,186909.0377
2512,215591.4351
2513,215022.6733
2514,244151.6374
2515,149975.6495
2516,167113.3973
2517,134296.4145
2518,141185.9455
2519,227505.9494
2520,209734.339
2521,195230.0222
2522,220428.2579
2523,132719.4152
2524,141124.3587
2525,144549.4882
2526,140983.6467
2527,120061.6659
2528,129161.28
2529,131263.0373
2530,116936.4775
2531,245815.2452
2532,229122.4245
2533,200457.6641
2534,244595.0736
2535,288360.9684
2536,232331.9117
2537,226701.1392
2538,182848.3245
2539,185484.4857
2540,180541.5544
2541,177616.2487
2542,170303.1588
2543,132713.5602
2544,128549.4301
2545,136393.8521
2546,143335.8313
2547,136492.9159
2548,150584.4375
2549,164321.1122
2550,399018.1575
2551,145355.8702
2552,123454.84
2553,89667.93973
2554,116960.5313
2555,111639.3019
2556,109998.9092
2557,118703.2198
2558,161075.0265
2559,138234.3686
2560,134778.9947
2561,128954.6125
2562,134460.025
2563,150451.2717
2564,175468.3273
2565,135024.1965
2566,151228.7968
2567,130226.1464
2568,186834.4784
2569,188154.5777
2570,123014.4525
2571,186966.8295
2572,168199.8809
2573,219987.2419
2574,283897.2148
2575,125507.1597
2576,131496.0848
2577,149512.7052
2578,97277.74133
2579,85502.4334
2580,136933.3814
2581,131895.7341
2582,119676.1315
2583,283219.8551
2584,161900.8565
2585,197927.0495
2586,208928.338
2587,196559.9054
2588,142594.9685
2589,145428.169
2590,220818.413
2591,221309.2276
2592,224993.7052
2593,259598.4145
2594,172885.5675
2595,207053.4215
2596,325223.0179
2597,198823.2772
2598,271486.9127
2599,322498.3311
2600,169531.9504
2601,142193.4041
2602,88016.44393
2603,92289.80127
2604,90370.67007
2605,88093.289
2606,149364.3619
2607,178279.471
2608,196764.7952
2609,163095.8793
2610,110450.958
2611,146761.7723
2612,151729.8409
2613,127416.4631
2614,125213.4971
2615,148774.4696
2616,138393.1815
2617,180574.3522
2618,186141.5998
2619,211376.684
2620,183892.161
2621,184688.2313
2622,190103.4769
2623,249950.2782
2624,282433.861
2625,311724.599
2626,167492.1192
2627,176760.183
2628,412309.3781
2629,488172.1079
2630,350811.3551
2631,445144.1321
2632,399052.8458
2633,303841.301
2634,380565.2612
2635,151981.3331
2636,188937.3445
2637,175470.1815
2638,250202.7837
2639,178829.9621
2640,152946.3075
2641,113554.3761
2642,199738.1643
2643,109700.5781
2644,136362.4064
2645,99846.51467
2646,92536.012
2647,100253.6933
2648,139182.3545
2649,141753.0831
2650,142322.7424
2651,150865.9343
2652,425171.6518
2653,250555.954
2654,258187.9611
2655,366585.1697
2656,318873.8306
2657,320319.8031
2658,278111.344
2659,302383.1199
2660,328188.0242
2661,336591.708
2662,345739.1644
2663,277737.986
2664,277497.5675
2665,315673.3958
2666,283206.1769
2667,169513.4849
2668,177502.8548
2669,178849.3225
2670,284773.3596
2671,178601.7363
2672,184975.7032
2673,209648.8036
2674,209193.5204
2675,167769.3433
2676,187525.4893
2677,195661.192
2678,261036.5302
2679,277048.6921
2680,271733.3878
2681,393332.6481
2682,320369.335
2683,509827.9983
2684,305845.8129
2685,331091.9109
2686,260949.9731
2687,318448.1644
2688,231236.6704
2689,207389.1746
2690,445776.7811
2691,196208.9656
2692,128633.2323
2693,195141.9927
2694,127360.8886
2695,193355.0666
2696,186057.8308
2697,198359.838
2698,199893.968
2699,183703.8484
2700,171277.5158
2701,161706.9857
2702,121734.6653
2703,134417.5617
2704,142162.0047
2705,128200.9598
2706,118826.7585
2707,126639.679
2708,135596.8511
2709,106885.0698
2710,126645.2248
2711,271316.8786
2712,361971.2452
2713,171054.5462
2714,151482.1122
2715,172026.8021
2716,157411.0363
2717,183044.79
2718,232643.7884
2719,154549.7067
2720,163199.6822
2721,142502.796
2722,161247.9808
2723,147461.4902
2724,129074.0818
2725,136432.2478
2726,143878.857
2727,166142.5503
2728,167719.6648
2729,156921.9184
2730,143979.3632
2731,121694.032
2732,120902.6885
2733,161876.3688
2734,149239.981
2735,132783.503
2736,146989.6606
2737,123799.1221
2738,133612.1319
2739,160471.0647
2740,136916.1633
2741,147670.4981
2742,152840.7387
2743,149891.2064
2744,145357.5922
2745,136259.6871
2746,132280.116
2747,160877.4809
2748,129230.9991
2749,131291.4671
2750,134766.7375
2751,127971.527
2752,236012.3871
2753,149182.4359
2754,220856.6959
2755,125976.3143
2756,100325.5799
2757,80830.94677
2758,91083.98637
2759,155696.9204
2760,147082.7511
2761,147063.1385
2762,143644.5696
2763,180149.5904
2764,171182.8957
2765,254045.8501
2766,134908.0523
2767,91415.2686
2768,129290.432
2769,131383.1928
2770,148890.6354
2771,118908.5532
2772,119495.6597
2773,165418.6569
2774,137308.747
2775,133031.3679
2776,139692.3517
2777,146404.3015
2778,112388.826
2779,145519.5122
2780,107631.8447
2781,104226.195
2782,100684.6675
2783,110915.0231
2784,128621.5428
2785,139785.4102
2786,80607.6216
2787,116747.1771
2788,93335.7941
2789,177351.1742
2790,97901.38613
2791,120305.0839
2792,78585.04593
2793,168723.2471
2794,110532.3654
2795,117220.0671
2796,101366.4768
2797,192327.4777
2798,119159.8846
2799,122086.6402
2800,80014.71547
2801,113647.3596
2802,135370.1075
2803,156482.2388
2804,146279.1056
2805,101449.1545
2806,97954.85933
2807,147634.7513
2808,149679.0463
2809,133731.113
2810,136342.9901
2811,164371.5802
2812,145500.1458
2813,157738.8792
2814,156016.9062
2815,102395.2696
2816,240955.8477
2817,147191.7967
2818,132356.2567
2819,167623.9423
2820,143995.1235
2821,112640.7711
2822,191328.732
2823,252826.5306
2824,180361.9055
2825,154884.8042
2826,132703.5936
2827,137520.5632
2828,234857.8676
2829,198032.9982
2830,230598.2729
2831,191010.3627
2832,235162.0441
2833,292584.9484
2834,216371.6346
2835,220661.0285
2836,192499.8321
2837,163564.3989
2838,146261.2727
2839,181020.7776
2840,192707.6145
2841,203548.3023
2842,221564.193
2843,148647.5561
2844,155216.6569
2845,124215.4687
2846,213079.193
2847,199059.4087
2848,214274.15
2849,210171.3875
2850,279065.9129
2851,234526.6419
2852,224539.3939
2853,237616.6918
2854,139462.4768
2855,201122.2968
2856,208467.9719
2857,187309.1832
2858,200903.195
2859,138452.5424
2860,124843.7402
2861,133612.4224
2862,195972.3292
2863,120157.4456
2864,256005.725
2865,142939.4227
2866,136004.9331
2867,96784.09883
2868,120288.6452
2869,124829.9664
2870,153706.6398
2871,107201.0169
2872,65743.0076
2873,103108.6378
2874,134725.9515
2875,119277.88
2876,157601.3039
2877,142538.5779
2878,166988.4563
2879,138537.7005
2880,109345.276
2881,151499.9339
2882,163562.1905
2883,178446.9722
2884,185955.8905
2885,183748.1844
2886,198590.7038
2887,105093.1037
2888,124838.1194
2889,64544.19923
2890,89289.1662
2891,137482.4292
2892,66484.9372
2893,108552.9337
2894,66803.45537
2895,314728.23
2896,292702.8524
2897,200679.4712
2898,147909.3125
2899,228658.7338
2900,157169.775
2901,196396.4626
2902,191134.7048
2903,341358.8673
2904,340943.8594
2905,119006.8922
2906,203899.9681
2907,116004.1525
2908,127841.604
2909,144253.3643
2910,83894.64107
2911,87954.28727
2912,152027.6822
2913,90789.80653
2914,87367.61193
2915,88239.4874
2916,88807.5176
2917,156209.3483
2918,111890.585
2919,233209.0513
